rally,ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,landing_height,landing_area,landing_x,landing_y,lose_reason,getpoint_player,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,set,match_id,rally_id
24,1,00:19:16,34697,16,8,20,1,short service,0.0,1,2.0,8,0.2817073170731706,-0.5853645833333333,,,8,171.8,641.59,8,224.2,274.34,1,23,1860
24,2,00:19:17,34718,16,8,16,2,lob,0.0,1,1.0,5,1.2207317073170734,1.37953125,,,8,173.0,345.14,8,174.8,662.34,1,23,1860
24,3,00:19:18,34747,16,8,20,2,drive,0.0,0,1.0,6,1.0829268292682928,-0.9815625,,,8,232.1,727.89,8,184.8,305.56,1,23,1860
24,4,00:19:18,34762,16,8,16,2,defensive shot,0.0,1,2.0,5,1.2158536585365851,0.7025,,,8,186.8,280.0,8,228.2,712.78,1,23,1860
24,5,00:19:19,34783,16,8,20,2,lob,0.0,0,1.0,6,1.0500000000000005,-1.2998958333333337,,,8,243.3,637.1,8,191.9,286.6,1,23,1860
24,6,00:19:20,34805,16,8,16,2,drop,1.0,0,2.0,5,0.9817073170731708,0.7324999999999999,,,8,226.1,251.09,8,229.9,652.11,1,23,1860
24,7,00:19:20,34819,16,8,20,2,net shot,0.0,0,2.0,1,-0.9353658536585366,-0.4460937499999999,,,8,228.1,659.56,8,225.6,267.79,1,23,1860
24,8,00:19:21,34845,16,8,16,2,net shot,0.0,0,2.0,2,-1.3682926829268294,0.3444270833333333,,,8,117.4,337.9,8,191.9,651.44,1,23,1860
24,9,00:19:22,34876,16,8,20,2,lob,0.0,1,1.0,9,0.5573170731707315,-1.4928645833333334,,,2,98.7,567.07,8,139.4,329.3,1,23,1860
24,10,00:19:23,34914,16,8,16,2,clear,0.0,0,1.0,5,1.4219512195121955,1.41484375,,,9,205.7,183.67,8,171.8,643.51,1,23,1860
24,11,00:19:24,34945,16,8,20,3,smash,0.0,0,2.0,4,1.4719512195121949,-1.38828125,opponent's ball landed,20.0,5,281.4,727.04,8,204.8,236.94,1,23,1860
24,1,00:39:10,70512,9,15,20,1,short service,0.0,1,2.0,7,-0.3402439024390244,0.5816666666666664,,,8,175.4,327.06,8,123.5,688.55,2,23,1896
24,2,00:39:11,70535,9,15,16,2,push/rush,0.0,1,1.0,9,0.8414634146341463,-1.41375,,,8,165.1,614.06,8,173.0,342.15,2,23,1896
